"Ausgangsjahr","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Titel","Titel","Reihenfolge_Haupttitel","Haupttitel","Artikel","Tatbestand","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2009,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,279,Störung/Hinderung von Wahlen/Abstimmungen,0,0,0,1348094,0
2009,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,280,Eingriffe in Stimm-/Wahlrecht,0,0,0,1348094,0
2009,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,281,Wahlbestechung,0,0,0,1348094,0
2009,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,282,Wahlfälschung,1,1,0,1348094,0
2009,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,282bis,Stimmenfang,0,0,0,1348094,0
2009,311.0,StGB,14,Total gegen den Volkswillen,5,Total übrige Titel StGB,283,Verletzung des Abstimmungs- und Wahlgeheimnisses,0,0,0,1348094,0
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,285,Gewalt und Drohung gegen Behörden und Beamte,438,438,0,1348094,0.3
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,286,Hinderung einer Amtshandlung,630,630,0,1348094,0.5
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,287,Amtsanmassung,17,17,0,1348094,0
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,289,Bruch amtlicher Beschlagnahme,4,4,0,1348094,0
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,290,Siegelbruch,2,2,0,1348094,0
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,291,Verweisungsbruch,9,9,0,1348094,0
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,292,Ungehorsam gegen amtliche Verfügungen,1128,1128,0,1348094,0.8
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,293,Veröffentlichung amtlicher geheimer Verhandlungen,0,0,0,1348094,0
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,294,Übertretung Berufsverbot,0,0,0,1348094,0
2009,311.0,StGB,15,Total gegen öffentliche Gewalt,5,Total übrige Titel StGB,294,Missachtung eines Tätigkeitsverbots oder eines Kontakt- und Rayonverbots,0,0,0,1348094,0
2009,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,296,Beleidigung eines fremden Staates,0,0,0,1348094,0
2009,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,297,Beleidigung zwischenstaatlicher Organisationen,0,0,0,1348094,0
2009,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,298,Tätliche Angriffe auf fremde Hoheitszeichen,2,2,0,1348094,0
2009,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,299,Verletzung fremder Hoheitszeichen,0,0,0,1348094,0
2009,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,300,Feindseligkeiten gegen einen Kriegführenden oder fremde Truppen,0,0,0,1348094,0
2009,311.0,StGB,16,Total Störung Beziehungen zum Ausland,5,Total übrige Titel StGB,301,Nachrichtendienst gegen fremde Staaten,0,0,0,1348094,0
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,303,Falsche Anschuldigung,238,236,2,1348094,0.2
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,304,Irreführung der Rechtspflege,123,120,3,1348094,0.1
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305,Begünstigung,34,31,3,1348094,0
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305bis,Geldwäscherei,38,38,0,1348094,0
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,305ter,Mangelnde Sorgfalt bei Finanzgeschäften und Melderecht,0,0,0,1348094,0
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,306,Falsche Beweisaussage Partei,1,1,0,1348094,0
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,307,Falsches Zeugnis/Gutachten/Übersetzung,4,4,0,1348094,0
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,310,Befreiung Gefangener,0,0,0,1348094,0
2009,311.0,StGB,17,Total gegen die Rechtspflege,5,Total übrige Titel StGB,311,Meuterei von Gefangenen,0,0,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,312,Amtsmissbrauch,11,11,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,313,Gebührenüberforderung,0,0,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,314,Ungetreue Amtsführung,1,1,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,317,Urkundenfälschung im Amt,5,5,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,318,Falsches ärztliches Zeugnis,4,4,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,319,Entweichenlassen Gefangener,0,0,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,320,Verletzung Amtsgeheimnis,10,10,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321,Verletzung Berufsgeheimnis,6,6,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321bis,Verletzung des Berufsgeheimnisses in der Forschung am Menschen,0,0,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,321ter,Verletzung Post-/Fernmeldegeheimnis,175,175,0,1348094,0.1
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,322,Verletzung Auskunftspflicht der Medien,0,0,0,1348094,0
2009,311.0,StGB,18,Total gegen Amts- und Berufspflicht,5,Total übrige Titel StGB,322bis,Nichtverhinderung einer strafbaren Veröffentlichung,0,0,0,1348094,0
2009,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322ter,Bestechen,1,1,0,1348094,0
2009,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322quater,Bestechen lassen,3,3,0,1348094,0
2009,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322quinquies,Vorteilsgewährung,1,1,0,1348094,0
2009,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322sexies,Vorteilsannahme,1,1,0,1348094,0
2009,311.0,StGB,19,Total Bestechung,5,Total übrige Titel StGB,322septies,Bestechung fremder Amtsträger,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,323,Ungehorsam des Schuldners im Betreibungs- und Konkursverfahren,667,667,0,1348094,0.5
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,324,"Ungehorsam dritter Personen im Betreibungs-, Konkurs- und Nachlassverfahren",14,14,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325,Ordnungswidrige Führung der Geschäftsbücher,12,12,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325bis,Widerhandlungen gegen Mieterschutz,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325bis,Verletzung der Vorschriften betreffend die Berichterstattung über Zahlungen an staatliche Stellen,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325ter,Verletzung anderer Berichtspflichten,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,325quater,Widerhandlungen gegen die Bestimmungen zum Schutz der Mieter von Wohn- und Geschäftsräumen,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326bis,Präz. Artikel 325quater,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326ter,Übertretung firmen- und namensrechtliche Bestimmung,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,326quater,Unwahre Auskunft durch Personalvorsorgeeinrichtung,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,328,Nachmachen Postwertzeichen,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,329,Verletzung militärischer Geheimnisse,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,330,Handel mit militärisch beschlagnahmten Material,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,331,Unbefugtes Tragen der militärischen Uniform,0,0,0,1348094,0
2009,311.0,StGB,20,Total Übertretung bundesrechtliche Bestimmungen,5,Total übrige Titel StGB,332,Nichtanzeigen Fund,33,33,0,1348094,0
2009,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19a Ziff. 1,Konsum (Übertretung),7820,,,1348094,5.8
2009,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19 Abs. 1 lit. d + 19a Ziff. 1,Besitz/Sicherstellung (Ü.),5607,,,1348094,4.2
2009,812.121,BetmG,801,Total Übertretungen,801,Total Übertretungen,19 Abs. 1 lit. a + 19a Ziff. 1,Anbau/Herstellung (Ü.),34,,,1348094,0
2009,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. d,Besitz/Sicherst. (leichter Fall),1788,,,1348094,1.3
2009,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. a,Anbau/Herstellung (l.F.),104,,,1348094,0.1
2009,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,"19 Abs. 1 lit. c, e-f, u.a.",Handel (l.F.),1072,,,1348094,0.8
2009,812.121,BetmG,802,Total leichte Fälle,802,Total leichte Fälle,19 Abs. 1 lit. b,"Einfuhr, Ausfuhr, Transit (l.F.)",109,,,1348094,0.1
2009,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. d + Abs. 2 lit. a-c,Besitz/Sicherst. (schwerer Fall),209,,,1348094,0.2
2009,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. a + Abs. 2 lit. a-c,Anbau/Herstellung (s.F.),20,,,1348094,0
2009,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,"19 Abs. 1 lit. c, e-f + Abs. 2 lit. a-c, u.a.",Handel (s.F.),706,,,1348094,0.5
2009,812.121,BetmG,803,Total schwere Fälle,803,Total schwere Fälle,19 Abs. 1 lit. b + Abs. 2 lit. a-c,"Einfuhr, Ausfuhr, Transit (s.F.)",218,,,1348094,0.2
2009,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. a,Rechtswidrige Einreise (inkl. fahrlässig),2897,,,1348094,2.1
2009,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. b,Rechtswidriger Aufenthalt (inkl. fahrlässig),2884,,,1348094,2.1
2009,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 1 lit. d,Ein- / Ausreise über nicht bewilligte Grenzübergangsstelle,2,,,1348094,0
2009,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,115 Abs. 2,Verletz. der Einreisebestimmungen in fremdes Hoheitsgebiet,12,,,1348094,0
2009,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,115 Abs. 1 lit. c,Unbewilligte Erwerbstätigkeit (inkl. fahrlässig),717,,,1348094,0.5
2009,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,116 Abs. 1 lit. b (+ Abs. 3),Förderung der Erwerbstätigkeit ohne Bewilligung,0,,,1348094,0
2009,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,117,(Wiederholte) Beschäftigung von Ausländern ohne Bewilligung (inkl. fahrlässig),372,,,1348094,0.3
2009,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,120 Abs. 1 lit. b,Stellenwechsel ohne Bewilligung,5,,,1348094,0
2009,142.20,AIG,1423,Total Täuschung der Behörden,1423,Total Täuschung der Behörden,118 Abs. 1 (+ Abs. 3),Täuschung der Behörden,69,,,1348094,0.1
2009,142.20,AIG,1423,Total Täuschung der Behörden,1423,Total Täuschung der Behörden,118 Abs. 2 (+ Abs. 3),Täuschung im Bereich Scheinehe,30,,,1348094,0
2009,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. a (+ Abs. 3),Förderung rechtswidrige Ein- / Ausreise / Aufenthalt,395,,,1348094,0.3
2009,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. a bis (+ Abs. 3),Förderung rechtswidrige Ein- / Durch- / Ausreise / Aufenthalt in Schengen-Staat,0,,,1348094,0
2009,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 1 lit. c (+ Abs. 3),Förderung rechtswidrige Einreise in fremdes Hoheitsgebiet,0,,,1348094,0
2009,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,116 Abs. 3,Erleichterungen mit Bereicherungsabsicht / organisiert,15,,,1348094,0
2009,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,119 Abs. 1,Missachtung Ein- oder Ausgrenzung,160,,,1348094,0.1
2009,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. a,Verletzen der An- oder Abmeldepflichten,193,,,1348094,0.1
2009,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. c,Wohnortwechsel in anderen Kanton ohne Bewilligung,7,,,1348094,0
2009,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. d,Nichteinhaltung mit Bewilligung verbundenen Bedingungen,129,,,1348094,0.1
2009,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120 Abs. 1 lit. e,Nichtnachk. Mitwirkungspflicht bei Beschaffung der Ausweisp.,216,,,1348094,0.2
2009,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1425,Total weitere Widerhandlungen gegen AIG,120,Weitere Widerhandlungen gegen Art. 120,0,,,1348094,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,111-113/116,Tötungsdelikte,41,14,27,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,114,Tötung auf Verlangen,0,0,0,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,115,Verleitung und Beihilfe zum Selbstmord,0,0,0,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,117,Fahrlässige Tötung,7,7,0,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,118,Strafbarer Schwangerschaftsabbruch,3,1,2,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,120,Übertretungen durch Ärztinnen und Ärzte,0,0,0,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,122,Schwere Körperverletzung,167,160,7,1359435,0.1
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,123,Einfache Körperverletzung,1594,1568,26,1359435,1.2
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,125,Fahrlässige Körperverletzung,136,136,0,1359435,0.1
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,126,Tätlichkeiten,2943,2943,0,1359435,2.2
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,127,Aussetzung,1,1,0,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,128,Unterlassung der Nothilfe,11,11,0,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,128bis,Falscher Alarm,15,15,0,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,129,Gefährdung des Lebens,107,107,0,1359435,0.1
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,133,Raufhandel,277,277,0,1359435,0.2
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,134,Angriff,554,550,4,1359435,0.4
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,135,Gewaltdarstellungen,11,11,0,1359435,0
2010,311.0,StGB,1,Total gegen Leib und Leben,1,Total gegen Leib und Leben,136,Verabreichen gesundheitsgefährdender Stoffe an Kinder,7,7,0,1359435,0
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,137,Unrechtmässige Aneignung inkl. geringfügig,921,921,0,1359435,0.7
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,138,Veruntreuung inkl. geringfügig,850,849,1,1359435,0.6
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Diebstahl inkl. geringfügig,12779,12734,45,1359435,9.4
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Einbruchdiebstahl,10792,6984,3808,1359435,7.9
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Einschleichdiebstahl,2593,2494,99,1359435,1.9
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Entreissdiebstahl,225,206,19,1359435,0.2
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Ladendiebstahl inkl. geringfügig,2708,2684,24,1359435,2
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Taschendiebstahl,4055,4044,11,1359435,3
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Trickdiebstahl,804,777,27,1359435,0.6
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Hausgenossendiebstahl inkl. geringfügig,29,29,0,1359435,0
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Fahrzeugeinbruchdiebstahl inkl. geringfügig,2315,1875,440,1359435,1.7
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Fahrzeugdiebstahl,7264,7202,62,1359435,5.3
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,139,Diebstahl ab/aus Fahrzeug inkl. geringfügig,1086,1042,44,1359435,0.8
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,140,Raub,624,544,80,1359435,0.5
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,141,Sachentziehung inkl. geringfügig,151,150,1,1359435,0.1
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,141bis,Unrechtmässige Verwendung von Vermögenswerten,5,5,0,1359435,0
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,142,Unrechtmässige Entziehung von Energie,3,3,0,1359435,0
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,143,Unbefugte Datenbeschaffung,89,89,0,1359435,0.1
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,143bis,Unbefugtes Eindringen in ein Datenverarbeitungssystem,32,31,1,1359435,0
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Sachbeschädigung inkl. geringfügig,11046,11046,0,1359435,8.1
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Sachbeschädigung und Diebstahl,12577,12577,0,1359435,9.3
2010,311.0,StGB,2,Total gegen das Vermögen,2,Total gegen das Vermögen,144,Datenbeschädigung inkl. geringfügig,25,25,0,1359435,0
